Node_A,Node_B,Total_Weight,Source_Breakdown
-dh tur,nam ptir,1,Prajnaparamita-:1
-dh tur,tasm riputra,1,Prajnaparamita-:1
-dh tur,ayo van,1,Prajnaparamita-:1
-dh tur,kha -samudaya,1,Prajnaparamita-:1
-dh tur,heart,1,Prajnaparamita-:1
-dh tur,sounds smells,1,Prajnaparamita-:1
-dh tur,eye ear,1,Prajnaparamita-:1
-dh tur,cak -dh,1,Prajnaparamita-:1
-dh tur,-rasa -spra,1,Prajnaparamita-:1
-dh tur,MATTER_CONCEPT,1,Prajnaparamita-:1
-dh tur,destruction,1,Prajnaparamita-:1
-dh tur,tur van,1,Prajnaparamita-:1
-dh tur,feeling perception,1,Prajnaparamita-:1
-dh tur,perception volitional,1,Prajnaparamita-:1
-dh tur,abda -gandha,1,Prajnaparamita-:1
-dh tur,element avidy,1,Prajnaparamita-:1
-dh tur,destruction old,1,Prajnaparamita-:1
-dh tur,thoughts cak,1,Prajnaparamita-:1
-dh tur,old age,1,Prajnaparamita-:1
-dh tur,-samudaya -nirodha,1,Prajnaparamita-:1
-dh tur,ptir apr,1,Prajnaparamita-:1
-dh tur,volitional processes,1,Prajnaparamita-:1
-mara jar,avidy avidy,1,Prajnaparamita-:1
avidy avidy,cessation path,1,Prajnaparamita-:1
avidy avidy,path nam,1,Prajnaparamita-:1
avidy avidy,nam ptir,1,Prajnaparamita-:1
avidy avidy,tasm riputra,1,Prajnaparamita-:1
avidy avidy,ayo van,1,Prajnaparamita-:1
avidy avidy,kha -samudaya,1,Prajnaparamita-:1
avidy avidy,heart,1,Prajnaparamita-:1
avidy avidy,sounds smells,1,Prajnaparamita-:1
avidy avidy,eye ear,1,Prajnaparamita-:1
avidy avidy,cak -dh,1,Prajnaparamita-:1
-rasa -spra,avidy avidy,1,Prajnaparamita-:1
MATTER_CONCEPT,avidy avidy,1,Prajnaparamita-:1
avidy avidy,destruction,1,Prajnaparamita-:1
avidy avidy,tur van,1,Prajnaparamita-:1
avidy avidy,feeling perception,1,Prajnaparamita-:1
avidy avidy,perception volitional,1,Prajnaparamita-:1
abda -gandha,avidy avidy,1,Prajnaparamita-:1
avidy avidy,element avidy,1,Prajnaparamita-:1
avidy avidy,destruction old,1,Prajnaparamita-:1
avidy avidy,thoughts cak,1,Prajnaparamita-:1
avidy avidy,old age,1,Prajnaparamita-:1
-samudaya -nirodha,avidy avidy,1,Prajnaparamita-:1
avidy avidy,ptir apr,1,Prajnaparamita-:1
avidy avidy,volitional processes,1,Prajnaparamita-:1
-mara jar,cessation path,1,Prajnaparamita-:1
-mara jar,path nam,1,Prajnaparamita-:1
-mara jar,nam ptir,1,Prajnaparamita-:1
-mara jar,tasm riputra,1,Prajnaparamita-:1
-mara jar,ayo van,1,Prajnaparamita-:1
-mara jar,kha -samudaya,1,Prajnaparamita-:1
-mara jar,heart,1,Prajnaparamita-:1
-mara jar,sounds smells,1,Prajnaparamita-:1
-mara jar,eye ear,1,Prajnaparamita-:1
-mara jar,cak -dh,1,Prajnaparamita-:1
-mara jar,-rasa -spra,1,Prajnaparamita-:1
-mara jar,MATTER_CONCEPT,1,Prajnaparamita-:1
-mara jar,destruction,1,Prajnaparamita-:1
-mara jar,tur van,1,Prajnaparamita-:1
-mara jar,feeling perception,1,Prajnaparamita-:1
-mara jar,perception volitional,1,Prajnaparamita-:1
-mara jar,abda -gandha,1,Prajnaparamita-:1
-mara jar,element avidy,1,Prajnaparamita-:1
-mara jar,destruction old,1,Prajnaparamita-:1
-mara jar,thoughts cak,1,Prajnaparamita-:1
-mara jar,old age,1,Prajnaparamita-:1
-mara jar,-samudaya -nirodha,1,Prajnaparamita-:1
-mara jar,ptir apr,1,Prajnaparamita-:1
-mara jar,volitional processes,1,Prajnaparamita-:1
cessation path,path nam,1,Prajnaparamita-:1
cessation path,nam ptir,1,Prajnaparamita-:1
cessation path,tasm riputra,1,Prajnaparamita-:1
ayo van,cessation path,1,Prajnaparamita-:1
cessation path,kha -samudaya,1,Prajnaparamita-:1
cessation path,heart,1,Prajnaparamita-:1
cessation path,sounds smells,1,Prajnaparamita-:1
cessation path,eye ear,1,Prajnaparamita-:1
cak -dh,cessation path,1,Prajnaparamita-:1
-rasa -spra,cessation path,1,Prajnaparamita-:1
MATTER_CONCEPT,cessation path,1,Prajnaparamita-:1
cessation path,destruction,1,Prajnaparamita-:1
cessation path,tur van,1,Prajnaparamita-:1
cessation path,feeling perception,1,Prajnaparamita-:1
cessation path,perception volitional,1,Prajnaparamita-:1
abda -gandha,cessation path,1,Prajnaparamita-:1
cessation path,element avidy,1,Prajnaparamita-:1
cessation path,destruction old,1,Prajnaparamita-:1
cessation path,thoughts cak,1,Prajnaparamita-:1
cessation path,old age,1,Prajnaparamita-:1
-samudaya -nirodha,cessation path,1,Prajnaparamita-:1
cessation path,ptir apr,1,Prajnaparamita-:1
cessation path,volitional processes,1,Prajnaparamita-:1
nam ptir,path nam,1,Prajnaparamita-:1
path nam,tasm riputra,1,Prajnaparamita-:1
ayo van,path nam,1,Prajnaparamita-:1
kha -samudaya,path nam,1,Prajnaparamita-:1
heart,path nam,1,Prajnaparamita-:1
path nam,sounds smells,1,Prajnaparamita-:1
eye ear,path nam,1,Prajnaparamita-:1
cak -dh,path nam,1,Prajnaparamita-:1
-rasa -spra,path nam,1,Prajnaparamita-:1
MATTER_CONCEPT,path nam,1,Prajnaparamita-:1
destruction,path nam,1,Prajnaparamita-:1
path nam,tur van,1,Prajnaparamita-:1
feeling perception,path nam,1,Prajnaparamita-:1
path nam,perception volitional,1,Prajnaparamita-:1
abda -gandha,path nam,1,Prajnaparamita-:1
element avidy,path nam,1,Prajnaparamita-:1
destruction old,path nam,1,Prajnaparamita-:1
path nam,thoughts cak,1,Prajnaparamita-:1
old age,path nam,1,Prajnaparamita-:1
-samudaya -nirodha,path nam,1,Prajnaparamita-:1
path nam,ptir apr,1,Prajnaparamita-:1
path nam,volitional processes,1,Prajnaparamita-:1
nam ptir,tasm riputra,1,Prajnaparamita-:1
ayo van,nam ptir,1,Prajnaparamita-:1
kha -samudaya,nam ptir,1,Prajnaparamita-:1
heart,nam ptir,1,Prajnaparamita-:1
nam ptir,sounds smells,1,Prajnaparamita-:1
eye ear,nam ptir,1,Prajnaparamita-:1
cak -dh,nam ptir,1,Prajnaparamita-:1
-rasa -spra,nam ptir,1,Prajnaparamita-:1
MATTER_CONCEPT,nam ptir,1,Prajnaparamita-:1
destruction,nam ptir,1,Prajnaparamita-:1
nam ptir,tur van,1,Prajnaparamita-:1
feeling perception,nam ptir,1,Prajnaparamita-:1
nam ptir,perception volitional,1,Prajnaparamita-:1
abda -gandha,nam ptir,1,Prajnaparamita-:1
element avidy,nam ptir,1,Prajnaparamita-:1
destruction old,nam ptir,1,Prajnaparamita-:1
nam ptir,thoughts cak,1,Prajnaparamita-:1
nam ptir,old age,1,Prajnaparamita-:1
-samudaya -nirodha,nam ptir,1,Prajnaparamita-:1
nam ptir,ptir apr,1,Prajnaparamita-:1
nam ptir,volitional processes,1,Prajnaparamita-:1
ayo van,tasm riputra,1,Prajnaparamita-:1
kha -samudaya,tasm riputra,1,Prajnaparamita-:1
heart,tasm riputra,1,Prajnaparamita-:1
sounds smells,tasm riputra,1,Prajnaparamita-:1
eye ear,tasm riputra,1,Prajnaparamita-:1
cak -dh,tasm riputra,1,Prajnaparamita-:1
-rasa -spra,tasm riputra,1,Prajnaparamita-:1
MATTER_CONCEPT,tasm riputra,1,Prajnaparamita-:1
destruction,tasm riputra,1,Prajnaparamita-:1
tasm riputra,tur van,1,Prajnaparamita-:1
feeling perception,tasm riputra,1,Prajnaparamita-:1
perception volitional,tasm riputra,1,Prajnaparamita-:1
abda -gandha,tasm riputra,1,Prajnaparamita-:1
element avidy,tasm riputra,1,Prajnaparamita-:1
destruction old,tasm riputra,1,Prajnaparamita-:1
tasm riputra,thoughts cak,1,Prajnaparamita-:1
old age,tasm riputra,1,Prajnaparamita-:1
-samudaya -nirodha,tasm riputra,1,Prajnaparamita-:1
ptir apr,tasm riputra,1,Prajnaparamita-:1
tasm riputra,volitional processes,1,Prajnaparamita-:1
ayo van,kha -samudaya,1,Prajnaparamita-:1
ayo van,heart,1,Prajnaparamita-:1
ayo van,sounds smells,1,Prajnaparamita-:1
ayo van,eye ear,1,Prajnaparamita-:1
ayo van,cak -dh,1,Prajnaparamita-:1
-rasa -spra,ayo van,1,Prajnaparamita-:1
MATTER_CONCEPT,ayo van,1,Prajnaparamita-:1
ayo van,destruction,1,Prajnaparamita-:1
ayo van,tur van,1,Prajnaparamita-:1
ayo van,feeling perception,1,Prajnaparamita-:1
ayo van,perception volitional,1,Prajnaparamita-:1
abda -gandha,ayo van,1,Prajnaparamita-:1
ayo van,element avidy,1,Prajnaparamita-:1
ayo van,destruction old,1,Prajnaparamita-:1
ayo van,thoughts cak,1,Prajnaparamita-:1
ayo van,old age,1,Prajnaparamita-:1
-samudaya -nirodha,ayo van,1,Prajnaparamita-:1
ayo van,ptir apr,1,Prajnaparamita-:1
ayo van,volitional processes,1,Prajnaparamita-:1
heart,kha -samudaya,1,Prajnaparamita-:1
kha -samudaya,sounds smells,1,Prajnaparamita-:1
eye ear,kha -samudaya,1,Prajnaparamita-:1
cak -dh,kha -samudaya,1,Prajnaparamita-:1
-rasa -spra,kha -samudaya,1,Prajnaparamita-:1
MATTER_CONCEPT,kha -samudaya,1,Prajnaparamita-:1
destruction,kha -samudaya,1,Prajnaparamita-:1
kha -samudaya,tur van,1,Prajnaparamita-:1
feeling perception,kha -samudaya,1,Prajnaparamita-:1
kha -samudaya,perception volitional,1,Prajnaparamita-:1
abda -gandha,kha -samudaya,1,Prajnaparamita-:1
element avidy,kha -samudaya,1,Prajnaparamita-:1
destruction old,kha -samudaya,1,Prajnaparamita-:1
kha -samudaya,thoughts cak,1,Prajnaparamita-:1
kha -samudaya,old age,1,Prajnaparamita-:1
-samudaya -nirodha,kha -samudaya,1,Prajnaparamita-:1
kha -samudaya,ptir apr,1,Prajnaparamita-:1
kha -samudaya,volitional processes,1,Prajnaparamita-:1
heart,sounds smells,1,Prajnaparamita-:1
eye ear,heart,1,Prajnaparamita-:1
cak -dh,heart,1,Prajnaparamita-:1
-rasa -spra,heart,1,Prajnaparamita-:1
MATTER_CONCEPT,heart,1,Prajnaparamita-:1
destruction,heart,1,Prajnaparamita-:1
heart,tur van,1,Prajnaparamita-:1
feeling perception,heart,1,Prajnaparamita-:1
heart,perception volitional,1,Prajnaparamita-:1
abda -gandha,heart,1,Prajnaparamita-:1
element avidy,heart,1,Prajnaparamita-:1
destruction old,heart,1,Prajnaparamita-:1
heart,thoughts cak,1,Prajnaparamita-:1
heart,old age,1,Prajnaparamita-:1
-samudaya -nirodha,heart,1,Prajnaparamita-:1
heart,ptir apr,1,Prajnaparamita-:1
heart,volitional processes,1,Prajnaparamita-:1
eye ear,sounds smells,1,Prajnaparamita-:1
cak -dh,sounds smells,1,Prajnaparamita-:1
-rasa -spra,sounds smells,1,Prajnaparamita-:1
MATTER_CONCEPT,sounds smells,1,Prajnaparamita-:1
destruction,sounds smells,1,Prajnaparamita-:1
sounds smells,tur van,1,Prajnaparamita-:1
feeling perception,sounds smells,1,Prajnaparamita-:1
perception volitional,sounds smells,1,Prajnaparamita-:1
abda -gandha,sounds smells,1,Prajnaparamita-:1
element avidy,sounds smells,1,Prajnaparamita-:1
destruction old,sounds smells,1,Prajnaparamita-:1
sounds smells,thoughts cak,1,Prajnaparamita-:1
old age,sounds smells,1,Prajnaparamita-:1
-samudaya -nirodha,sounds smells,1,Prajnaparamita-:1
ptir apr,sounds smells,1,Prajnaparamita-:1
sounds smells,volitional processes,1,Prajnaparamita-:1
cak -dh,eye ear,1,Prajnaparamita-:1
-rasa -spra,eye ear,1,Prajnaparamita-:1
MATTER_CONCEPT,eye ear,1,Prajnaparamita-:1
destruction,eye ear,1,Prajnaparamita-:1
eye ear,tur van,1,Prajnaparamita-:1
eye ear,feeling perception,1,Prajnaparamita-:1
eye ear,perception volitional,1,Prajnaparamita-:1
abda -gandha,eye ear,1,Prajnaparamita-:1
element avidy,eye ear,1,Prajnaparamita-:1
destruction old,eye ear,1,Prajnaparamita-:1
eye ear,thoughts cak,1,Prajnaparamita-:1
eye ear,old age,1,Prajnaparamita-:1
-samudaya -nirodha,eye ear,1,Prajnaparamita-:1
eye ear,ptir apr,1,Prajnaparamita-:1
eye ear,volitional processes,1,Prajnaparamita-:1
-rasa -spra,cak -dh,1,Prajnaparamita-:1
MATTER_CONCEPT,cak -dh,1,Prajnaparamita-:1
cak -dh,destruction,1,Prajnaparamita-:1
cak -dh,tur van,1,Prajnaparamita-:1
cak -dh,feeling perception,1,Prajnaparamita-:1
cak -dh,perception volitional,1,Prajnaparamita-:1
abda -gandha,cak -dh,1,Prajnaparamita-:1
cak -dh,element avidy,1,Prajnaparamita-:1
cak -dh,destruction old,1,Prajnaparamita-:1
cak -dh,thoughts cak,1,Prajnaparamita-:1
cak -dh,old age,1,Prajnaparamita-:1
-samudaya -nirodha,cak -dh,1,Prajnaparamita-:1
cak -dh,ptir apr,1,Prajnaparamita-:1
cak -dh,volitional processes,1,Prajnaparamita-:1
-rasa -spra,MATTER_CONCEPT,1,Prajnaparamita-:1
-rasa -spra,destruction,1,Prajnaparamita-:1
-rasa -spra,tur van,1,Prajnaparamita-:1
-rasa -spra,feeling perception,1,Prajnaparamita-:1
-rasa -spra,perception volitional,1,Prajnaparamita-:1
-rasa -spra,abda -gandha,1,Prajnaparamita-:1
-rasa -spra,element avidy,1,Prajnaparamita-:1
-rasa -spra,destruction old,1,Prajnaparamita-:1
-rasa -spra,thoughts cak,1,Prajnaparamita-:1
-rasa -spra,old age,1,Prajnaparamita-:1
-rasa -spra,-samudaya -nirodha,1,Prajnaparamita-:1
-rasa -spra,ptir apr,1,Prajnaparamita-:1
-rasa -spra,volitional processes,1,Prajnaparamita-:1
MATTER_CONCEPT,destruction,1,Prajnaparamita-:1
MATTER_CONCEPT,tur van,1,Prajnaparamita-:1
MATTER_CONCEPT,feeling perception,1,Prajnaparamita-:1
MATTER_CONCEPT,perception volitional,1,Prajnaparamita-:1
MATTER_CONCEPT,abda -gandha,1,Prajnaparamita-:1
MATTER_CONCEPT,element avidy,1,Prajnaparamita-:1
MATTER_CONCEPT,destruction old,1,Prajnaparamita-:1
MATTER_CONCEPT,thoughts cak,1,Prajnaparamita-:1
MATTER_CONCEPT,old age,1,Prajnaparamita-:1
-samudaya -nirodha,MATTER_CONCEPT,1,Prajnaparamita-:1
MATTER_CONCEPT,ptir apr,1,Prajnaparamita-:1
MATTER_CONCEPT,volitional processes,1,Prajnaparamita-:1
destruction,tur van,1,Prajnaparamita-:1
destruction,feeling perception,1,Prajnaparamita-:1
destruction,perception volitional,1,Prajnaparamita-:1
abda -gandha,destruction,1,Prajnaparamita-:1
destruction,element avidy,1,Prajnaparamita-:1
destruction,destruction old,1,Prajnaparamita-:1
destruction,thoughts cak,1,Prajnaparamita-:1
destruction,old age,1,Prajnaparamita-:1
-samudaya -nirodha,destruction,1,Prajnaparamita-:1
destruction,ptir apr,1,Prajnaparamita-:1
destruction,volitional processes,1,Prajnaparamita-:1
feeling perception,tur van,1,Prajnaparamita-:1
perception volitional,tur van,1,Prajnaparamita-:1
abda -gandha,tur van,1,Prajnaparamita-:1
element avidy,tur van,1,Prajnaparamita-:1
destruction old,tur van,1,Prajnaparamita-:1
thoughts cak,tur van,1,Prajnaparamita-:1
old age,tur van,1,Prajnaparamita-:1
-samudaya -nirodha,tur van,1,Prajnaparamita-:1
ptir apr,tur van,1,Prajnaparamita-:1
tur van,volitional processes,1,Prajnaparamita-:1
feeling perception,perception volitional,1,Prajnaparamita-:1
abda -gandha,feeling perception,1,Prajnaparamita-:1
element avidy,feeling perception,1,Prajnaparamita-:1
destruction old,feeling perception,1,Prajnaparamita-:1
feeling perception,thoughts cak,1,Prajnaparamita-:1
feeling perception,old age,1,Prajnaparamita-:1
-samudaya -nirodha,feeling perception,1,Prajnaparamita-:1
feeling perception,ptir apr,1,Prajnaparamita-:1
feeling perception,volitional processes,1,Prajnaparamita-:1
abda -gandha,perception volitional,1,Prajnaparamita-:1
element avidy,perception volitional,1,Prajnaparamita-:1
destruction old,perception volitional,1,Prajnaparamita-:1
perception volitional,thoughts cak,1,Prajnaparamita-:1
old age,perception volitional,1,Prajnaparamita-:1
-samudaya -nirodha,perception volitional,1,Prajnaparamita-:1
perception volitional,ptir apr,1,Prajnaparamita-:1
perception volitional,volitional processes,1,Prajnaparamita-:1
abda -gandha,element avidy,1,Prajnaparamita-:1
abda -gandha,destruction old,1,Prajnaparamita-:1
abda -gandha,thoughts cak,1,Prajnaparamita-:1
abda -gandha,old age,1,Prajnaparamita-:1
-samudaya -nirodha,abda -gandha,1,Prajnaparamita-:1
abda -gandha,ptir apr,1,Prajnaparamita-:1
abda -gandha,volitional processes,1,Prajnaparamita-:1
destruction old,element avidy,1,Prajnaparamita-:1
element avidy,thoughts cak,1,Prajnaparamita-:1
element avidy,old age,1,Prajnaparamita-:1
-samudaya -nirodha,element avidy,1,Prajnaparamita-:1
element avidy,ptir apr,1,Prajnaparamita-:1
element avidy,volitional processes,1,Prajnaparamita-:1
destruction old,thoughts cak,1,Prajnaparamita-:1
destruction old,old age,1,Prajnaparamita-:1
-samudaya -nirodha,destruction old,1,Prajnaparamita-:1
destruction old,ptir apr,1,Prajnaparamita-:1
destruction old,volitional processes,1,Prajnaparamita-:1
old age,thoughts cak,1,Prajnaparamita-:1
-samudaya -nirodha,thoughts cak,1,Prajnaparamita-:1
ptir apr,thoughts cak,1,Prajnaparamita-:1
thoughts cak,volitional processes,1,Prajnaparamita-:1
-samudaya -nirodha,old age,1,Prajnaparamita-:1
old age,ptir apr,1,Prajnaparamita-:1
old age,volitional processes,1,Prajnaparamita-:1
-samudaya -nirodha,ptir apr,1,Prajnaparamita-:1
-samudaya -nirodha,volitional processes,1,Prajnaparamita-:1
ptir apr,volitional processes,1,Prajnaparamita-:1
attainment non,knowledge attainment,1,Prajnaparamita-:1
knowledge attainment,non -attainment,1,Prajnaparamita-:1
attainment non,non -attainment,1,Prajnaparamita-:1
acitt vara,nto -nirv,1,Prajnaparamita-:1
nto -nirv,unobstructed citt,1,Prajnaparamita-:1
bodhisattvasya riputra,nto -nirv,1,Prajnaparamita-:1
-atikr nto,nto -nirv,1,Prajnaparamita-:1
nto -nirv,ramit ritya,1,Prajnaparamita-:1
MIND_CONCEPT,nto -nirv,1,Prajnaparamita-:1
nto -nirv,vara stitv,1,Prajnaparamita-:1
apr ptitv,nto -nirv,1,Prajnaparamita-:1
ROOT_ACCESS,nto -nirv,1,Prajnaparamita-:1
nto -nirv,riputra apr,1,Prajnaparamita-:1
-nirv -pr,nto -nirv,1,Prajnaparamita-:1
dwells,nto -nirv,1,Prajnaparamita-:1
non -attainments,nto -nirv,1,Prajnaparamita-:1
nto -nirv,praj ramit,1,Prajnaparamita-:1
nto -nirv,tremble vipary,1,Prajnaparamita-:1
nto -nirv,tasm riputra,1,Prajnaparamita-:1
nto -nirv,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,nto -nirv,1,Prajnaparamita-:1
nto -nirv,vipary -atikr,1,Prajnaparamita-:1
-to-be non,nto -nirv,1,Prajnaparamita-:1
atrastro unobstructed,nto -nirv,1,Prajnaparamita-:1
citt vara,nto -nirv,1,Prajnaparamita-:1
nto -nirv,stitv atrastro,1,Prajnaparamita-:1
nto -nirv,viharaty acitt,1,Prajnaparamita-:1
-pr pta,nto -nirv,1,Prajnaparamita-:1
nto -nirv,ptitv bodhisattvasya,1,Prajnaparamita-:1
nto -nirv,vara relies,1,Prajnaparamita-:1
acitt vara,unobstructed citt,1,Prajnaparamita-:1
acitt vara,bodhisattvasya riputra,1,Prajnaparamita-:1
-atikr nto,acitt vara,1,Prajnaparamita-:1
acitt vara,ramit ritya,1,Prajnaparamita-:1
MIND_CONCEPT,acitt vara,1,Prajnaparamita-:1
acitt vara,vara stitv,1,Prajnaparamita-:1
acitt vara,apr ptitv,1,Prajnaparamita-:1
ROOT_ACCESS,acitt vara,1,Prajnaparamita-:1
acitt vara,riputra apr,1,Prajnaparamita-:1
-nirv -pr,acitt vara,1,Prajnaparamita-:1
acitt vara,dwells,1,Prajnaparamita-:1
acitt vara,non -attainments,1,Prajnaparamita-:1
acitt vara,praj ramit,1,Prajnaparamita-:1
acitt vara,tremble vipary,1,Prajnaparamita-:1
acitt vara,tasm riputra,1,Prajnaparamita-:1
acitt vara,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,acitt vara,1,Prajnaparamita-:1
acitt vara,vipary -atikr,1,Prajnaparamita-:1
-to-be non,acitt vara,1,Prajnaparamita-:1
acitt vara,atrastro unobstructed,1,Prajnaparamita-:1
acitt vara,citt vara,1,Prajnaparamita-:1
acitt vara,stitv atrastro,1,Prajnaparamita-:1
acitt vara,viharaty acitt,1,Prajnaparamita-:1
-pr pta,acitt vara,1,Prajnaparamita-:1
acitt vara,ptitv bodhisattvasya,1,Prajnaparamita-:1
acitt vara,vara relies,1,Prajnaparamita-:1
bodhisattvasya riputra,unobstructed citt,1,Prajnaparamita-:1
-atikr nto,unobstructed citt,1,Prajnaparamita-:1
ramit ritya,unobstructed citt,1,Prajnaparamita-:1
MIND_CONCEPT,unobstructed citt,1,Prajnaparamita-:1
unobstructed citt,vara stitv,1,Prajnaparamita-:1
apr ptitv,unobstructed citt,1,Prajnaparamita-:1
ROOT_ACCESS,unobstructed citt,1,Prajnaparamita-:1
riputra apr,unobstructed citt,1,Prajnaparamita-:1
-nirv -pr,unobstructed citt,1,Prajnaparamita-:1
dwells,unobstructed citt,1,Prajnaparamita-:1
non -attainments,unobstructed citt,1,Prajnaparamita-:1
praj ramit,unobstructed citt,1,Prajnaparamita-:1
tremble vipary,unobstructed citt,1,Prajnaparamita-:1
tasm riputra,unobstructed citt,1,Prajnaparamita-:1
ritya viharaty,unobstructed citt,1,Prajnaparamita-:1
-attainments praj,unobstructed citt,1,Prajnaparamita-:1
unobstructed citt,vipary -atikr,1,Prajnaparamita-:1
-to-be non,unobstructed citt,1,Prajnaparamita-:1
atrastro unobstructed,unobstructed citt,1,Prajnaparamita-:1
citt vara,unobstructed citt,1,Prajnaparamita-:1
stitv atrastro,unobstructed citt,1,Prajnaparamita-:1
unobstructed citt,viharaty acitt,1,Prajnaparamita-:1
-pr pta,unobstructed citt,1,Prajnaparamita-:1
ptitv bodhisattvasya,unobstructed citt,1,Prajnaparamita-:1
unobstructed citt,vara relies,1,Prajnaparamita-:1
-atikr nto,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,ramit ritya,1,Prajnaparamita-:1
MIND_CONCEPT,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,vara stitv,1,Prajnaparamita-:1
apr ptitv,bodhisattvasya riputra,1,Prajnaparamita-:1
ROOT_ACCESS,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,riputra apr,1,Prajnaparamita-:1
-nirv -pr,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,dwells,1,Prajnaparamita-:1
bodhisattvasya riputra,non -attainments,1,Prajnaparamita-:1
bodhisattvasya riputra,praj ramit,1,Prajnaparamita-:1
bodhisattvasya riputra,tremble vipary,1,Prajnaparamita-:1
bodhisattvasya riputra,tasm riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,vipary -atikr,1,Prajnaparamita-:1
-to-be non,bodhisattvasya riputra,1,Prajnaparamita-:1
atrastro unobstructed,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,citt vara,1,Prajnaparamita-:1
bodhisattvasya riputra,stitv atrastro,1,Prajnaparamita-:1
bodhisattvasya riputra,viharaty acitt,1,Prajnaparamita-:1
-pr pta,bodhisattvasya riputra,1,Prajnaparamita-:1
bodhisattvasya riputra,ptitv bodhisattvasya,1,Prajnaparamita-:1
bodhisattvasya riputra,vara relies,1,Prajnaparamita-:1
-atikr nto,ramit ritya,1,Prajnaparamita-:1
-atikr nto,MIND_CONCEPT,1,Prajnaparamita-:1
-atikr nto,vara stitv,1,Prajnaparamita-:1
-atikr nto,apr ptitv,1,Prajnaparamita-:1
-atikr nto,ROOT_ACCESS,1,Prajnaparamita-:1
-atikr nto,riputra apr,1,Prajnaparamita-:1
-atikr nto,-nirv -pr,1,Prajnaparamita-:1
-atikr nto,dwells,1,Prajnaparamita-:1
-atikr nto,non -attainments,1,Prajnaparamita-:1
-atikr nto,praj ramit,1,Prajnaparamita-:1
-atikr nto,tremble vipary,1,Prajnaparamita-:1
-atikr nto,tasm riputra,1,Prajnaparamita-:1
-atikr nto,ritya viharaty,1,Prajnaparamita-:1
-atikr nto,-attainments praj,1,Prajnaparamita-:1
-atikr nto,vipary -atikr,1,Prajnaparamita-:1
-atikr nto,-to-be non,1,Prajnaparamita-:1
-atikr nto,atrastro unobstructed,1,Prajnaparamita-:1
-atikr nto,citt vara,1,Prajnaparamita-:1
-atikr nto,stitv atrastro,1,Prajnaparamita-:1
-atikr nto,viharaty acitt,1,Prajnaparamita-:1
-atikr nto,-pr pta,1,Prajnaparamita-:1
-atikr nto,ptitv bodhisattvasya,1,Prajnaparamita-:1
-atikr nto,vara relies,1,Prajnaparamita-:1
MIND_CONCEPT,ramit ritya,1,Prajnaparamita-:1
ramit ritya,vara stitv,1,Prajnaparamita-:1
apr ptitv,ramit ritya,1,Prajnaparamita-:1
ROOT_ACCESS,ramit ritya,2,Prajnaparamita-:2
ramit ritya,riputra apr,1,Prajnaparamita-:1
-nirv -pr,ramit ritya,1,Prajnaparamita-:1
dwells,ramit ritya,1,Prajnaparamita-:1
non -attainments,ramit ritya,1,Prajnaparamita-:1
praj ramit,ramit ritya,2,Prajnaparamita-:2
ramit ritya,tremble vipary,1,Prajnaparamita-:1
ramit ritya,tasm riputra,1,Prajnaparamita-:1
ramit ritya,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,ramit ritya,1,Prajnaparamita-:1
ramit ritya,vipary -atikr,1,Prajnaparamita-:1
-to-be non,ramit ritya,1,Prajnaparamita-:1
atrastro unobstructed,ramit ritya,1,Prajnaparamita-:1
citt vara,ramit ritya,1,Prajnaparamita-:1
ramit ritya,stitv atrastro,1,Prajnaparamita-:1
ramit ritya,viharaty acitt,1,Prajnaparamita-:1
-pr pta,ramit ritya,1,Prajnaparamita-:1
ptitv bodhisattvasya,ramit ritya,1,Prajnaparamita-:1
ramit ritya,vara relies,1,Prajnaparamita-:1
MIND_CONCEPT,vara stitv,1,Prajnaparamita-:1
MIND_CONCEPT,apr ptitv,1,Prajnaparamita-:1
MIND_CONCEPT,riputra apr,1,Prajnaparamita-:1
-nirv -pr,MIND_CONCEPT,1,Prajnaparamita-:1
MIND_CONCEPT,dwells,1,Prajnaparamita-:1
MIND_CONCEPT,non -attainments,1,Prajnaparamita-:1
MIND_CONCEPT,tremble vipary,1,Prajnaparamita-:1
MIND_CONCEPT,ritya viharaty,1,Prajnaparamita-:1
-attainments praj,MIND_CONCEPT,1,Prajnaparamita-:1
MIND_CONCEPT,vipary -atikr,1,Prajnaparamita-:1
-to-be non,MIND_CONCEPT,1,Prajnaparamita-:1
MIND_CONCEPT,atrastro unobstructed,1,Prajnaparamita-:1
MIND_CONCEPT,citt vara,1,Prajnaparamita-:1
MIND_CONCEPT,stitv atrastro,1,Prajnaparamita-:1
MIND_CONCEPT,viharaty acitt,1,Prajnaparamita-:1
-pr pta,MIND_CONCEPT,1,Prajnaparamita-:1
