Node_A,Node_B,Total_Weight,Source_Breakdown
hammadi canon,list authoritative,1,short)King K:1
accepted holy,list authoritative,1,short)King K:1
books accepted,list authoritative,1,short)King K:1
holy scrip,list authoritative,1,short)King K:1
collection list,list authoritative,1,short)King K:1
list authoritative,scrip ture,1,short)King K:1
list authoritative,nag hammadi,1,short)King K:1
existing copy,list authoritative,1,short)King K:1
found near,list authoritative,1,short)King K:1
authoritative books,list authoritative,1,short)King K:1
copy found,list authoritative,1,short)King K:1
canon closed,closed collection,1,short)King K:1
closed collection,hammadi canon,1,short)King K:1
accepted holy,closed collection,1,short)King K:1
books accepted,closed collection,1,short)King K:1
closed collection,holy scrip,1,short)King K:1
closed collection,collection list,1,short)King K:1
closed collection,scrip ture,1,short)King K:1
closed collection,nag hammadi,1,short)King K:1
closed collection,existing copy,1,short)King K:1
closed collection,found near,1,short)King K:1
authoritative books,closed collection,1,short)King K:1
closed collection,copy found,1,short)King K:1
canon closed,hammadi canon,1,short)King K:1
accepted holy,canon closed,1,short)King K:1
books accepted,canon closed,1,short)King K:1
canon closed,holy scrip,1,short)King K:1
canon closed,collection list,1,short)King K:1
canon closed,scrip ture,1,short)King K:1
canon closed,nag hammadi,1,short)King K:1
canon closed,existing copy,1,short)King K:1
canon closed,found near,1,short)King K:1
authoritative books,canon closed,1,short)King K:1
canon closed,copy found,1,short)King K:1
accepted holy,hammadi canon,1,short)King K:1
books accepted,hammadi canon,1,short)King K:1
hammadi canon,holy scrip,1,short)King K:1
collection list,hammadi canon,1,short)King K:1
hammadi canon,scrip ture,1,short)King K:1
hammadi canon,nag hammadi,1,short)King K:1
existing copy,hammadi canon,1,short)King K:1
found near,hammadi canon,1,short)King K:1
authoritative books,hammadi canon,1,short)King K:1
copy found,hammadi canon,1,short)King K:1
accepted holy,books accepted,1,short)King K:1
accepted holy,holy scrip,1,short)King K:1
accepted holy,collection list,1,short)King K:1
accepted holy,scrip ture,1,short)King K:1
accepted holy,nag hammadi,1,short)King K:1
accepted holy,existing copy,1,short)King K:1
accepted holy,found near,1,short)King K:1
accepted holy,authoritative books,1,short)King K:1
accepted holy,copy found,1,short)King K:1
books accepted,holy scrip,1,short)King K:1
books accepted,collection list,1,short)King K:1
books accepted,scrip ture,1,short)King K:1
books accepted,nag hammadi,1,short)King K:1
books accepted,existing copy,1,short)King K:1
books accepted,found near,1,short)King K:1
authoritative books,books accepted,1,short)King K:1
books accepted,copy found,1,short)King K:1
collection list,holy scrip,1,short)King K:1
holy scrip,scrip ture,1,short)King K:1
holy scrip,nag hammadi,1,short)King K:1
existing copy,holy scrip,1,short)King K:1
found near,holy scrip,1,short)King K:1
authoritative books,holy scrip,1,short)King K:1
copy found,holy scrip,1,short)King K:1
collection list,scrip ture,1,short)King K:1
collection list,nag hammadi,1,short)King K:1
collection list,existing copy,1,short)King K:1
collection list,found near,1,short)King K:1
authoritative books,collection list,1,short)King K:1
collection list,copy found,1,short)King K:1
nag hammadi,scrip ture,1,short)King K:1
existing copy,scrip ture,1,short)King K:1
found near,scrip ture,1,short)King K:1
authoritative books,scrip ture,1,short)King K:1
copy found,scrip ture,1,short)King K:1
authoritative books,nag hammadi,1,short)King K:1
authoritative books,existing copy,1,short)King K:1
authoritative books,found near,1,short)King K:1
authoritative books,copy found,1,short)King K:1
catholics council,determined roman,1,short)King K:1
catholics council,trent never,1,short)King K:1
catholics council,never determined,1,short)King K:1
catholics council,common consent,1,short)King K:1
catholics council,except common,1,short)King K:1
action individual,catholics council,1,short)King K:1
catholics council,individual denominations,1,short)King K:1
catholics council,consent action,1,short)King K:1
catholics council,roman catholics,1,short)King K:1
canon determined,catholics council,1,short)King K:1
catholics council,determined protestants,1,short)King K:1
catholics council,council trent,1,short)King K:1
catholics council,protestants except,1,short)King K:1
determined roman,trent never,1,short)King K:1
determined roman,never determined,1,short)King K:1
common consent,determined roman,1,short)King K:1
determined roman,except common,1,short)King K:1
action individual,determined roman,1,short)King K:1
determined roman,individual denominations,1,short)King K:1
consent action,determined roman,1,short)King K:1
determined roman,roman catholics,1,short)King K:1
canon determined,determined roman,1,short)King K:1
determined protestants,determined roman,1,short)King K:1
council trent,determined roman,1,short)King K:1
determined roman,protestants except,1,short)King K:1
never determined,trent never,1,short)King K:1
common consent,trent never,1,short)King K:1
except common,trent never,1,short)King K:1
action individual,trent never,1,short)King K:1
individual denominations,trent never,1,short)King K:1
consent action,trent never,1,short)King K:1
roman catholics,trent never,1,short)King K:1
canon determined,trent never,1,short)King K:1
determined protestants,trent never,1,short)King K:1
council trent,trent never,1,short)King K:1
protestants except,trent never,1,short)King K:1
common consent,never determined,1,short)King K:1
except common,never determined,1,short)King K:1
action individual,never determined,1,short)King K:1
individual denominations,never determined,1,short)King K:1
consent action,never determined,1,short)King K:1
never determined,roman catholics,1,short)King K:1
canon determined,never determined,1,short)King K:1
determined protestants,never determined,1,short)King K:1
council trent,never determined,1,short)King K:1
never determined,protestants except,1,short)King K:1
common consent,except common,1,short)King K:1
action individual,common consent,1,short)King K:1
common consent,individual denominations,1,short)King K:1
common consent,consent action,1,short)King K:1
common consent,roman catholics,1,short)King K:1
canon determined,common consent,1,short)King K:1
common consent,determined protestants,1,short)King K:1
common consent,council trent,1,short)King K:1
common consent,protestants except,1,short)King K:1
action individual,except common,1,short)King K:1
except common,individual denominations,1,short)King K:1
consent action,except common,1,short)King K:1
except common,roman catholics,1,short)King K:1
canon determined,except common,1,short)King K:1
determined protestants,except common,1,short)King K:1
council trent,except common,1,short)King K:1
except common,protestants except,1,short)King K:1
action individual,individual denominations,1,short)King K:1
action individual,consent action,1,short)King K:1
action individual,roman catholics,1,short)King K:1
action individual,canon determined,1,short)King K:1
action individual,determined protestants,1,short)King K:1
action individual,council trent,1,short)King K:1
action individual,protestants except,1,short)King K:1
consent action,individual denominations,1,short)King K:1
individual denominations,roman catholics,1,short)King K:1
canon determined,individual denominations,1,short)King K:1
determined protestants,individual denominations,1,short)King K:1
council trent,individual denominations,1,short)King K:1
individual denominations,protestants except,1,short)King K:1
consent action,roman catholics,1,short)King K:1
canon determined,consent action,1,short)King K:1
consent action,determined protestants,1,short)King K:1
consent action,council trent,1,short)King K:1
consent action,protestants except,1,short)King K:1
canon determined,roman catholics,1,short)King K:1
determined protestants,roman catholics,1,short)King K:1
council trent,roman catholics,1,short)King K:1
protestants except,roman catholics,1,short)King K:1
canon determined,determined protestants,1,short)King K:1
canon determined,council trent,1,short)King K:1
canon determined,protestants except,1,short)King K:1
council trent,determined protestants,1,short)King K:1
determined protestants,protestants except,1,short)King K:1
council trent,protestants except,1,short)King K:1
dialogue,disciples including,1,short)King K:1
disciples including,judas mary,1,short)King K:1
disciples including,mary matthew,1,short)King K:1
disciples including,report dialogue,1,short)King K:1
MIND_CONCEPT,disciples including,1,short)King K:1
disciples including,including judas,1,short)King K:1
dialogue,judas mary,1,short)King K:1
dialogue,mary matthew,1,short)King K:1
dialogue,report dialogue,1,short)King K:1
MIND_CONCEPT,dialogue,1,short)King K:1
dialogue,including judas,1,short)King K:1
judas mary,mary matthew,1,short)King K:1
judas mary,report dialogue,1,short)King K:1
MIND_CONCEPT,judas mary,1,short)King K:1
including judas,judas mary,1,short)King K:1
mary matthew,report dialogue,1,short)King K:1
MIND_CONCEPT,mary matthew,1,short)King K:1
including judas,mary matthew,1,short)King K:1
MIND_CONCEPT,report dialogue,1,short)King K:1
including judas,report dialogue,1,short)King K:1
MIND_CONCEPT,including judas,1,short)King K:1
probably composed,second century,2,short)King K:2
composed second,probably composed,2,short)King K:2
composed second,second century,2,short)King K:2
copy badly,damaged manuscript,1,short)King K:1
damaged manuscript,near nag,1,short)King K:1
damaged manuscript,nag hammadi,1,short)King K:1
damaged manuscript,existing copy,1,short)King K:1
badly damaged,damaged manuscript,1,short)King K:1
damaged manuscript,found near,1,short)King K:1
damaged manuscript,manuscript found,1,short)King K:1
copy badly,near nag,1,short)King K:1
copy badly,nag hammadi,1,short)King K:1
copy badly,existing copy,1,short)King K:1
badly damaged,copy badly,1,short)King K:1
copy badly,found near,1,short)King K:1
copy badly,manuscript found,1,short)King K:1
badly damaged,near nag,2,short)King K:2
manuscript found,near nag,1,short)King K:1
badly damaged,nag hammadi,2,short)King K:2
manuscript found,nag hammadi,1,short)King K:1
badly damaged,existing copy,1,short)King K:1
existing copy,manuscript found,1,short)King K:1
badly damaged,found near,1,short)King K:1
badly damaged,manuscript found,1,short)King K:1
found near,manuscript found,1,short)King K:1
gospel magdala,tke gospel,1,short)King K:1
gospel magdala,teachings twelve,1,short)King K:1
gospel magdala,known teachings,1,short)King K:1
early christian,gospel magdala,1,short)King K:1
gospel magdala,magdala didache,1,short)King K:1
compendium instruction,gospel magdala,1,short)King K:1
gospel magdala,twelve apostles,1,short)King K:1
gospel magdala,instruction known,1,short)King K:1
christian compendium,gospel magdala,1,short)King K:1
didache early,gospel magdala,1,short)King K:1
teachings twelve,tke gospel,1,short)King K:1
known teachings,tke gospel,1,short)King K:1
early christian,tke gospel,1,short)King K:1
magdala didache,tke gospel,1,short)King K:1
compendium instruction,tke gospel,1,short)King K:1
tke gospel,twelve apostles,1,short)King K:1
instruction known,tke gospel,1,short)King K:1
christian compendium,tke gospel,1,short)King K:1
didache early,tke gospel,1,short)King K:1
known teachings,teachings twelve,1,short)King K:1
early christian,teachings twelve,1,short)King K:1
magdala didache,teachings twelve,1,short)King K:1
compendium instruction,teachings twelve,1,short)King K:1
teachings twelve,twelve apostles,1,short)King K:1
instruction known,teachings twelve,1,short)King K:1
christian compendium,teachings twelve,1,short)King K:1
didache early,teachings twelve,1,short)King K:1
early christian,known teachings,1,short)King K:1
known teachings,magdala didache,1,short)King K:1
compendium instruction,known teachings,1,short)King K:1
known teachings,twelve apostles,1,short)King K:1
instruction known,known teachings,1,short)King K:1
christian compendium,known teachings,1,short)King K:1
didache early,known teachings,1,short)King K:1
early christian,magdala didache,1,short)King K:1
compendium instruction,early christian,1,short)King K:1
early christian,twelve apostles,1,short)King K:1
early christian,instruction known,1,short)King K:1
christian compendium,early christian,1,short)King K:1
didache early,early christian,1,short)King K:1
compendium instruction,magdala didache,1,short)King K:1
magdala didache,twelve apostles,1,short)King K:1
instruction known,magdala didache,1,short)King K:1
christian compendium,magdala didache,1,short)King K:1
didache early,magdala didache,1,short)King K:1
compendium instruction,twelve apostles,1,short)King K:1
compendium instruction,instruction known,1,short)King K:1
christian compendium,compendium instruction,1,short)King K:1
compendium instruction,didache early,1,short)King K:1
instruction known,twelve apostles,1,short)King K:1
christian compendium,twelve apostles,1,short)King K:1
didache early,twelve apostles,1,short)King K:1
christian compendium,instruction known,1,short)King K:1
didache early,instruction known,1,short)King K:1
christian compendium,didache early,1,short)King K:1
back first,dates early,1,short)King K:1
back first,tions back,1,short)King K:1
back first,early second,1,short)King K:1
back first,first century,1,short)King K:1
back first,second century,1,short)King K:1
back first,didache discovered,1,short)King K:1
back first,sec tions,1,short)King K:1
back first,discovered dates,1,short)King K:1
back first,main sec,1,short)King K:1
back first,final,1,short)King K:1
MATTER_CONCEPT,back first,1,short)King K:1
back first,century main,1,short)King K:1
dates early,tions back,1,short)King K:1
dates early,early second,1,short)King K:1
dates early,first century,1,short)King K:1
dates early,second century,1,short)King K:1
dates early,didache discovered,1,short)King K:1
dates early,sec tions,1,short)King K:1
dates early,discovered dates,1,short)King K:1
dates early,main sec,1,short)King K:1
dates early,final,1,short)King K:1
MATTER_CONCEPT,dates early,1,short)King K:1
century main,dates early,1,short)King K:1
early second,tions back,1,short)King K:1
first century,tions back,1,short)King K:1
second century,tions back,1,short)King K:1
didache discovered,tions back,1,short)King K:1
sec tions,tions back,1,short)King K:1
discovered dates,tions back,1,short)King K:1
main sec,tions back,1,short)King K:1
final,tions back,1,short)King K:1
MATTER_CONCEPT,tions back,1,short)King K:1
century main,tions back,1,short)King K:1
early second,first century,1,short)King K:1
early second,second century,1,short)King K:1
didache discovered,early second,1,short)King K:1
early second,sec tions,1,short)King K:1
discovered dates,early second,1,short)King K:1
early second,main sec,1,short)King K:1
early second,final,1,short)King K:1
MATTER_CONCEPT,early second,1,short)King K:1
century main,early second,1,short)King K:1
first century,second century,1,short)King K:1
didache discovered,first century,1,short)King K:1
first century,sec tions,1,short)King K:1
discovered dates,first century,1,short)King K:1
first century,main sec,1,short)King K:1
final,first century,1,short)King K:1
MATTER_CONCEPT,first century,1,short)King K:1
century main,first century,1,short)King K:1
didache discovered,second century,1,short)King K:1
sec tions,second century,1,short)King K:1
discovered dates,second century,1,short)King K:1
main sec,second century,1,short)King K:1
final,second century,1,short)King K:1
MATTER_CONCEPT,second century,1,short)King K:1
century main,second century,1,short)King K:1
didache discovered,sec tions,1,short)King K:1
didache discovered,discovered dates,1,short)King K:1
didache discovered,main sec,1,short)King K:1
didache discovered,final,1,short)King K:1
MATTER_CONCEPT,didache discovered,1,short)King K:1
century main,didache discovered,1,short)King K:1
discovered dates,sec tions,1,short)King K:1
main sec,sec tions,1,short)King K:1
final,sec tions,1,short)King K:1
MATTER_CONCEPT,sec tions,1,short)King K:1
century main,sec tions,1,short)King K:1
discovered dates,main sec,1,short)King K:1
discovered dates,final,1,short)King K:1
MATTER_CONCEPT,discovered dates,1,short)King K:1
century main,discovered dates,1,short)King K:1
final,main sec,1,short)King K:1
MATTER_CONCEPT,main sec,1,short)King K:1
century main,main sec,1,short)King K:1
MATTER_CONCEPT,final,1,short)King K:1
century main,final,1,short)King K:1
MATTER_CONCEPT,century main,1,short)King K:1
eusebius theologian,theologian bishop,1,short)King K:1
bishop caesarea,theologian bishop,1,short)King K:1
bishop caesarea,eusebius theologian,1,short)King K:1
author first,first century,1,short)King K:1
author first,extensive history,1,short)King K:1
author first,christianity first,1,short)King K:1
author first,century conversion,1,short)King K:1
author first,constantine christianity,1,short)King K:1
author first,emperor constantine,1,short)King K:1
author first,first extensive,1,short)King K:1
author first,history church,1,short)King K:1
author first,conversion roman,1,short)King K:1
author first,roman emperor,1,short)King K:1
author first,church tracing,1,short)King K:1
author first,tracing origins,1,short)King K:1
author first,origins christianity,1,short)King K:1
extensive history,first century,1,short)King K:1
christianity first,first century,1,short)King K:1
century conversion,first century,1,short)King K:1
constantine christianity,first century,1,short)King K:1
emperor constantine,first century,1,short)King K:1
first century,first extensive,1,short)King K:1
first century,history church,1,short)King K:1
conversion roman,first century,1,short)King K:1
first century,roman emperor,1,short)King K:1
church tracing,first century,1,short)King K:1
first century,tracing origins,1,short)King K:1
first century,origins christianity,1,short)King K:1
christianity first,extensive history,1,short)King K:1
century conversion,extensive history,1,short)King K:1
constantine christianity,extensive history,1,short)King K:1
emperor constantine,extensive history,1,short)King K:1
extensive history,first extensive,1,short)King K:1
extensive history,history church,1,short)King K:1
conversion roman,extensive history,1,short)King K:1
extensive history,roman emperor,1,short)King K:1
church tracing,extensive history,1,short)King K:1
extensive history,tracing origins,1,short)King K:1
extensive history,origins christianity,1,short)King K:1
century conversion,christianity first,1,short)King K:1
christianity first,constantine christianity,1,short)King K:1
christianity first,emperor constantine,1,short)King K:1
christianity first,first extensive,1,short)King K:1
christianity first,history church,1,short)King K:1
christianity first,conversion roman,1,short)King K:1
christianity first,roman emperor,1,short)King K:1
christianity first,church tracing,1,short)King K:1
christianity first,tracing origins,1,short)King K:1
christianity first,origins christianity,1,short)King K:1
century conversion,constantine christianity,1,short)King K:1
century conversion,emperor constantine,1,short)King K:1
century conversion,first extensive,1,short)King K:1
century conversion,history church,1,short)King K:1
century conversion,conversion roman,1,short)King K:1
century conversion,roman emperor,1,short)King K:1
century conversion,church tracing,1,short)King K:1
century conversion,tracing origins,1,short)King K:1
century conversion,origins christianity,1,short)King K:1
constantine christianity,emperor constantine,1,short)King K:1
constantine christianity,first extensive,1,short)King K:1
constantine christianity,history church,1,short)King K:1
constantine christianity,conversion roman,1,short)King K:1
constantine christianity,roman emperor,1,short)King K:1
church tracing,constantine christianity,1,short)King K:1
constantine christianity,tracing origins,1,short)King K:1
constantine christianity,origins christianity,1,short)King K:1
emperor constantine,first extensive,1,short)King K:1
emperor constantine,history church,1,short)King K:1
conversion roman,emperor constantine,1,short)King K:1
emperor constantine,roman emperor,2,short)King K:2
church tracing,emperor constantine,1,short)King K:1
emperor constantine,tracing origins,1,short)King K:1
emperor constantine,origins christianity,1,short)King K:1
first extensive,history church,1,short)King K:1
conversion roman,first extensive,1,short)King K:1
first extensive,roman emperor,1,short)King K:1
church tracing,first extensive,1,short)King K:1
first extensive,tracing origins,1,short)King K:1
first extensive,origins christianity,1,short)King K:1
conversion roman,history church,1,short)King K:1
history church,roman emperor,1,short)King K:1
church tracing,history church,1,short)King K:1
history church,tracing origins,1,short)King K:1
history church,origins christianity,1,short)King K:1
conversion roman,roman emperor,1,short)King K:1
church tracing,conversion roman,1,short)King K:1
conversion roman,tracing origins,1,short)King K:1
conversion roman,origins christianity,1,short)King K:1
church tracing,roman emperor,1,short)King K:1
roman emperor,tracing origins,1,short)King K:1
origins christianity,roman emperor,1,short)King K:1
church tracing,tracing origins,1,short)King K:1
church tracing,origins christianity,1,short)King K:1
origins christianity,tracing origins,1,short)King K:1
attended council,council nicaea,1,short)King K:1
first apocalypse,second-century revelation,1,short)King K:1
lord brother,second-century revelation,1,short)King K:1
revelation dialogue,second-century revelation,1,short)King K:1
james second-century,second-century revelation,1,short)King K:1
dialogue lord,second-century revelation,1,short)King K:1
apocalypse james,second-century revelation,1,short)King K:1
brother james,second-century revelation,1,short)King K:1
first apocalypse,lord brother,1,short)King K:1
first apocalypse,revelation dialogue,1,short)King K:1
first apocalypse,james second-century,1,short)King K:1
dialogue lord,first apocalypse,1,short)King K:1
apocalypse james,first apocalypse,1,short)King K:1
brother james,first apocalypse,1,short)King K:1
lord brother,revelation dialogue,1,short)King K:1
james second-century,lord brother,1,short)King K:1
dialogue lord,lord brother,1,short)King K:1
apocalypse james,lord brother,1,short)King K:1
brother james,lord brother,1,short)King K:1
james second-century,revelation dialogue,1,short)King K:1
dialogue lord,revelation dialogue,1,short)King K:1
apocalypse james,revelation dialogue,1,short)King K:1
brother james,revelation dialogue,1,short)King K:1
dialogue lord,james second-century,1,short)King K:1
apocalypse james,james second-century,1,short)King K:1
brother james,james second-century,1,short)King K:1
apocalypse james,dialogue lord,1,short)King K:1
brother james,dialogue lord,1,short)King K:1
apocalypse james,brother james,1,short)King K:1
clear work,dis covered,1,short)King K:1
dis covered,surviving manuscript,1,short)King K:1
dis covered,try keep,1,short)King K:1
dis covered,near nag,1,short)King K:1
advice james,dis covered,1,short)King K:1
damaged clear,dis covered,1,short)King K:1
dis covered,overcome attacks,1,short)King K:1
contains advice,dis covered,1,short)King K:1
IGNORANCE_PRIOR,dis covered,1,short)King K:1
although surviving,dis covered,1,short)King K:1
attacks hostile,dis covered,1,short)King K:1
dis covered,keep ascending,1,short)King K:1
dis covered,manuscript dis,1,short)King K:1
covered near,dis covered,1,short)King K:1
dis covered,work contains,1,short)King K:1
dis covered,nag hammadi,1,short)King K:1
dis covered,james overcome,1,short)King K:1
MATTER_CONCEPT,dis covered,1,short)King K:1
dis covered,hammadi badly,1,short)King K:1
badly damaged,dis covered,1,short)King K:1
dis covered,rule,1,short)King K:1
clear work,surviving manuscript,1,short)King K:1
clear work,try keep,1,short)King K:1
clear work,near nag,1,short)King K:1
advice james,clear work,1,short)King K:1
clear work,damaged clear,1,short)King K:1
clear work,overcome attacks,1,short)King K:1
clear work,contains advice,1,short)King K:1
IGNORANCE_PRIOR,clear work,1,short)King K:1
although surviving,clear work,1,short)King K:1
attacks hostile,clear work,1,short)King K:1
clear work,keep ascending,1,short)King K:1
clear work,manuscript dis,1,short)King K:1
clear work,covered near,1,short)King K:1
clear work,work contains,1,short)King K:1
clear work,nag hammadi,1,short)King K:1
clear work,james overcome,1,short)King K:1
MATTER_CONCEPT,clear work,1,short)King K:1
clear work,hammadi badly,1,short)King K:1
badly damaged,clear work,1,short)King K:1
clear work,rule,1,short)King K:1
surviving manuscript,try keep,1,short)King K:1
near nag,surviving manuscript,1,short)King K:1
advice james,surviving manuscript,1,short)King K:1
damaged clear,surviving manuscript,1,short)King K:1
overcome attacks,surviving manuscript,1,short)King K:1
contains advice,surviving manuscript,1,short)King K:1
IGNORANCE_PRIOR,surviving manuscript,1,short)King K:1
although surviving,surviving manuscript,1,short)King K:1
attacks hostile,surviving manuscript,1,short)King K:1
keep ascending,surviving manuscript,1,short)King K:1
manuscript dis,surviving manuscript,1,short)King K:1
covered near,surviving manuscript,1,short)King K:1
surviving manuscript,work contains,1,short)King K:1
nag hammadi,surviving manuscript,1,short)King K:1
james overcome,surviving manuscript,1,short)King K:1
MATTER_CONCEPT,surviving manuscript,1,short)King K:1
hammadi badly,surviving manuscript,1,short)King K:1
badly damaged,surviving manuscript,1,short)King K:1
rule,surviving manuscript,1,short)King K:1
near nag,try keep,1,short)King K:1
advice james,try keep,1,short)King K:1
damaged clear,try keep,1,short)King K:1
overcome attacks,try keep,1,short)King K:1
contains advice,try keep,1,short)King K:1
IGNORANCE_PRIOR,try keep,1,short)King K:1
although surviving,try keep,1,short)King K:1
attacks hostile,try keep,1,short)King K:1
keep ascending,try keep,1,short)King K:1
manuscript dis,try keep,1,short)King K:1
covered near,try keep,1,short)King K:1
try keep,work contains,1,short)King K:1
nag hammadi,try keep,1,short)King K:1
james overcome,try keep,1,short)King K:1
MATTER_CONCEPT,try keep,1,short)King K:1
hammadi badly,try keep,1,short)King K:1
badly damaged,try keep,1,short)King K:1
rule,try keep,1,short)King K:1
advice james,near nag,1,short)King K:1
damaged clear,near nag,1,short)King K:1
near nag,overcome attacks,1,short)King K:1
contains advice,near nag,1,short)King K:1
IGNORANCE_PRIOR,near nag,1,short)King K:1
although surviving,near nag,1,short)King K:1
attacks hostile,near nag,1,short)King K:1
keep ascending,near nag,1,short)King K:1
manuscript dis,near nag,1,short)King K:1
covered near,near nag,1,short)King K:1
near nag,work contains,1,short)King K:1
james overcome,near nag,1,short)King K:1
hammadi badly,near nag,1,short)King K:1
near nag,rule,1,short)King K:1
advice james,damaged clear,1,short)King K:1
advice james,overcome attacks,1,short)King K:1
advice james,contains advice,1,short)King K:1
IGNORANCE_PRIOR,advice james,1,short)King K:1
advice james,although surviving,1,short)King K:1
advice james,attacks hostile,1,short)King K:1
advice james,keep ascending,1,short)King K:1
advice james,manuscript dis,1,short)King K:1
advice james,covered near,1,short)King K:1
advice james,work contains,1,short)King K:1
advice james,nag hammadi,1,short)King K:1
advice james,james overcome,1,short)King K:1
MATTER_CONCEPT,advice james,1,short)King K:1
advice james,hammadi badly,1,short)King K:1
advice james,badly damaged,1,short)King K:1
advice james,rule,1,short)King K:1
damaged clear,overcome attacks,1,short)King K:1
contains advice,damaged clear,1,short)King K:1
IGNORANCE_PRIOR,damaged clear,1,short)King K:1
although surviving,damaged clear,1,short)King K:1
attacks hostile,damaged clear,1,short)King K:1
damaged clear,keep ascending,1,short)King K:1
damaged clear,manuscript dis,1,short)King K:1
covered near,damaged clear,1,short)King K:1
damaged clear,work contains,1,short)King K:1
damaged clear,nag hammadi,1,short)King K:1
damaged clear,james overcome,1,short)King K:1
MATTER_CONCEPT,damaged clear,1,short)King K:1
damaged clear,hammadi badly,1,short)King K:1
badly damaged,damaged clear,1,short)King K:1
damaged clear,rule,1,short)King K:1
contains advice,overcome attacks,1,short)King K:1
IGNORANCE_PRIOR,overcome attacks,1,short)King K:1
although surviving,overcome attacks,1,short)King K:1
attacks hostile,overcome attacks,1,short)King K:1
keep ascending,overcome attacks,1,short)King K:1
manuscript dis,overcome attacks,1,short)King K:1
covered near,overcome attacks,1,short)King K:1
overcome attacks,work contains,1,short)King K:1
nag hammadi,overcome attacks,1,short)King K:1
james overcome,overcome attacks,1,short)King K:1
MATTER_CONCEPT,overcome attacks,1,short)King K:1
hammadi badly,overcome attacks,1,short)King K:1
badly damaged,overcome attacks,1,short)King K:1
overcome attacks,rule,1,short)King K:1
IGNORANCE_PRIOR,contains advice,1,short)King K:1
although surviving,contains advice,1,short)King K:1
attacks hostile,contains advice,1,short)King K:1
contains advice,keep ascending,1,short)King K:1
contains advice,manuscript dis,1,short)King K:1
contains advice,covered near,1,short)King K:1
contains advice,work contains,1,short)King K:1
contains advice,nag hammadi,1,short)King K:1
contains advice,james overcome,1,short)King K:1
MATTER_CONCEPT,contains advice,1,short)King K:1
contains advice,hammadi badly,1,short)King K:1
badly damaged,contains advice,1,short)King K:1
contains advice,rule,1,short)King K:1
IGNORANCE_PRIOR,although surviving,1,short)King K:1
IGNORANCE_PRIOR,attacks hostile,1,short)King K:1
IGNORANCE_PRIOR,keep ascending,1,short)King K:1
IGNORANCE_PRIOR,manuscript dis,1,short)King K:1
IGNORANCE_PRIOR,covered near,1,short)King K:1
IGNORANCE_PRIOR,work contains,1,short)King K:1
IGNORANCE_PRIOR,nag hammadi,1,short)King K:1
IGNORANCE_PRIOR,james overcome,1,short)King K:1
IGNORANCE_PRIOR,hammadi badly,1,short)King K:1
IGNORANCE_PRIOR,badly damaged,1,short)King K:1
IGNORANCE_PRIOR,rule,1,short)King K:1
although surviving,attacks hostile,1,short)King K:1
although surviving,keep ascending,1,short)King K:1
although surviving,manuscript dis,1,short)King K:1
although surviving,covered near,1,short)King K:1
although surviving,work contains,1,short)King K:1
although surviving,nag hammadi,1,short)King K:1
although surviving,james overcome,1,short)King K:1
MATTER_CONCEPT,although surviving,1,short)King K:1
although surviving,hammadi badly,1,short)King K:1
although surviving,badly damaged,1,short)King K:1
although surviving,rule,1,short)King K:1
attacks hostile,keep ascending,1,short)King K:1
attacks hostile,manuscript dis,1,short)King K:1
attacks hostile,covered near,1,short)King K:1
attacks hostile,work contains,1,short)King K:1
attacks hostile,nag hammadi,1,short)King K:1
attacks hostile,james overcome,1,short)King K:1
MATTER_CONCEPT,attacks hostile,1,short)King K:1
attacks hostile,hammadi badly,1,short)King K:1
attacks hostile,badly damaged,1,short)King K:1
attacks hostile,rule,1,short)King K:1
keep ascending,manuscript dis,1,short)King K:1
covered near,keep ascending,1,short)King K:1
keep ascending,work contains,1,short)King K:1
keep ascending,nag hammadi,1,short)King K:1
james overcome,keep ascending,1,short)King K:1
MATTER_CONCEPT,keep ascending,1,short)King K:1
hammadi badly,keep ascending,1,short)King K:1
badly damaged,keep ascending,1,short)King K:1
keep ascending,rule,1,short)King K:1
covered near,manuscript dis,1,short)King K:1
manuscript dis,work contains,1,short)King K:1
manuscript dis,nag hammadi,1,short)King K:1
james overcome,manuscript dis,1,short)King K:1
MATTER_CONCEPT,manuscript dis,1,short)King K:1
hammadi badly,manuscript dis,1,short)King K:1
badly damaged,manuscript dis,1,short)King K:1
manuscript dis,rule,1,short)King K:1
covered near,work contains,1,short)King K:1
covered near,nag hammadi,1,short)King K:1
covered near,james overcome,1,short)King K:1
MATTER_CONCEPT,covered near,1,short)King K:1
covered near,hammadi badly,1,short)King K:1
badly damaged,covered near,1,short)King K:1
covered near,rule,1,short)King K:1
nag hammadi,work contains,1,short)King K:1
james overcome,work contains,1,short)King K:1
MATTER_CONCEPT,work contains,1,short)King K:1
hammadi badly,work contains,1,short)King K:1
badly damaged,work contains,1,short)King K:1
rule,work contains,1,short)King K:1
james overcome,nag hammadi,1,short)King K:1
hammadi badly,nag hammadi,1,short)King K:1
nag hammadi,rule,1,short)King K:1
MATTER_CONCEPT,james overcome,1,short)King K:1
hammadi badly,james overcome,1,short)King K:1
badly damaged,james overcome,1,short)King K:1
james overcome,rule,1,short)King K:1
MATTER_CONCEPT,hammadi badly,1,short)King K:1
MATTER_CONCEPT,badly damaged,1,short)King K:1
MATTER_CONCEPT,rule,1,short)King K:1
badly damaged,hammadi badly,1,short)King K:1
hammadi badly,rule,1,short)King K:1
badly damaged,rule,1,short)King K:1
